text,label
"Iâ€™ve never used this kind of product, I tend to be very minimalist. After 1 night, I was already so impressed I had it mailed to a girlfriend as a gift. as far as scents go, if youâ€™re shopping online - all of the other ones are strong smells, it all smells like 90s chapstick. This one is milder, easier to go to sleep next to someone imho",1
My lips were always so dry but this product made them so soft and hydrated. I put it on at night but also during the day over a lip tint. Love it!,1
"It works, makes my lips soft so I donâ€™t need to use chapstick throughout the day. Sometimes I use it as lip-gloss instead of a night mask.",1
Literally love all of Laneige products. The lip sleeping mask has an amazing slip and itâ€™s just the perfect overnight mask. Not sticky at all.,1
"Iâ€™ve had this lip sleeping mask for over a year now and it is the best overnight lip mask. When applied to my lips, it feels super soft and does not feel sticky. When I wake up, my lips are super soft and smooth. 10/10 get it now.",1
"So good. I love the smell and I bought 3 times to use this product, we can use this lip sleeping mask in half a year, it is not expensive for 0.70.",1
Amazing!!! My lips literally react so badly to every single lip balm or chapstick. I had a allergic reaction to jack black spf lip balm and this saved my lips!! They are super soft and moisturized (:,1
I use this every single night right before I go to bed and it leaves my lips super smooth in the morning!,1
"I have these in vanilla and sweet candy. I use them every day, multiple times a day. They hydrate much better than standard lip balms, and they last forever. Iâ€™ve definitely had them for over a yearâ€”they they donâ€™t change in consistency or effectiveness.",1
This product is amazing. It really does smell likes gummy bears and leaves the best moisturizing feeling for a period of time. Stays shiny like a gloss,1
"This product is a DEFINITE must for chapped lips! I get really chapped lips when Iâ€™m stressed out, especially in the winter and it saved my life!",1
Love it!!!! Use it every night and it keeps my lips juicy throughout the whole day even in winter storms #canada. Highly recommend (it tastes great too),1
Iâ€™ve been using this for over 2 weeks now and itâ€™s sooooo good. keeps my lips baby soft and it smells so nice and sweet too. 10/10 recommend,1
It keeps my lips so glossy & hydrated !!! You can use as lip gloss if you want too :))),1
"Je ne comprenais tellement pas pourquoi tout le monde se lanÃ§ait sur ce produit jusquâ€™a ce que je lâ€™essaie moi-mÃªme. Il hydrate tellement bien les lÃ¨vre, il sent trop bon est nâ€™est pas dÃ©sagrÃ©able. Perso, je le porterais jour comme nuit, avec mes lÃ¨vres sÃ¨ches, ce produit me donne lâ€™impression de renaÃ®tre. En plus, il vient avec un petit applicateur, donc pas besoin dâ€™avoir le doigt tout gras en prÃ©lÃ¨vent dedans. Jâ€™adore! Je ne pourrais plus mâ€™en passer! Il devrait toutes fois sortir plus dâ€™odeur qui sont plus douce.",1
"love her! as a sleeping mask, i donâ€™t think you could ask for anything better",1
"Amazing product for dry lips. It is a mask, so you apply before bed then wipe excess in the morning. It smells so good you just wanna chew your lips off(I wont of course lol). Great product for out of control dry lips like mine!",1
Really like this product for before bed. Itâ€™s super hydrating and doesnâ€™t feel tacky. The scents are great too!,1
"This is now my second time purchasing this product. It is super hydrating, also nice to wear during the day as well.",1
Within just a few days of using this lip mask my dry lips from the cold dry winter feel so much better. Not overly greasy and easy to sleep with it on,1
Love this lip masks so much I bought so many other flavours and if you have been thinking about getting it just buy it. It is literally so good. I would literally spend all my money on this. Iâ€™m not joking itâ€™s literally amazing. ï¿¼,1
I love this product because it keeps by lips really hydrated in the cold weather!,1
"Received a sample and had to buy the full size immediately after I finished it. Iâ€™ve used a lot of Blistex and other chapsticks, and I think this really helped heal my chapped lips. Definitely recommend!",1
"I know this doesnâ€™t work for everyone but it sure works for me! I use it at night and wake up to moisturized lips. A big caveat is that if Iâ€™m not drinking water (ie. that time I lost my water bottle for three days), there is no amount of lip balm that will fix my dry lips. Also, if you like the Japanese grape flavour, this is what the balm smells like exactly. Which in my case, is the perfect scenario. Not greasy or sticky and no flavour if you eat it. A little goes a long way imo so the price is a good deal for me.",1
Iâ€™ve repurchased many times make sure to keep spatula so you donâ€™t use your fingers so you donâ€™t get bacteria in it,1
This has really helped my dry lips especially in the winter. A must have in my routine!,1
"I adore this product. It is perfect for any time of the day. I used to wear it only before I went to sleep, and it would make my lips so soft by the morning. Now I also use it as lip gloss during the day. It makes my lips look very glossy and plump, similarly to when I wear the Dior lip oils.",1
Hydrating and smells super yummy. Iâ€™ll use this as a quick hydrator while Iâ€™m doing makeup if I know Iâ€™m putting on lipstick. This little jar will go a long way. Also love that it comes with an applicator.,1
my lips have been dry and flake for as long as i can remember. i finally got this and aquaphor and finally noticed a difference. in one night my lips were smooth and every since then have not flaked.,1
"This product is so cute, especially with the little applicator for your lips. It keeps my lips hydrated really good, and I absolutely love this product. ï¿¼",1
I love the feeling of all of lanieges lip masks and was so excited to try this one Yummy candy but not too overpowering,1
I use this night and morning and LOVE it. This tub lasts SO long too!!,1
"its good, i like it, it lives up to the hype. nothing more nothing less. also why tf are we spending $24 on lip balm lol ?!",1
good for use all day not just for night made my lips sooo soft,1
I love everything laneige and this is no exception. Living in the Midwest in the winter this has literally SAVED my lips from being cracked and sore all winter!,1
Itâ€™s the holy grail of lip hydration. I donâ€™t love the applicator though and feel like it could easily be in a tube instead.,1
itâ€™s nice but buy the amazon dupe. Also the application is a bit difficult. They have one with the squeeze tube thatâ€™s better,1
"Im the type of person that bites and picks on my lips constantly, and I decided to give this products a try and  apply it the second I go to bed. Few days my lips have never felt so soft",1
"Obsessed. Iâ€™ve used the Berry, Mango, and Gummy Bear scents and I love them. I use every night and can still feel them on my lips in the morning. A definite must have.",1
Truly nourishing and very sexy wet look too. I use it before going out during winter days,1
I think itâ€™s worth the price because Iâ€™ve been using it for about a year and I still have some even though I put a lot on at night and sometimes during the day. It works really well for me and lips feel so soft and moisturizedï¿¼ when i wake up,1
"i loveeeee this mask!!! it instantly makes my lips hydrated and i wake up to smooth, soft lips! a little goes a long way and this will definitely last a while! i definitely recommend!",1
Love!! So moisturizing and cute. Love putting it on before I go out or before bed and it leaves my lips feeling soft for hours!!,1
"Love this product. I use it at night and wake up with hydrated lips, smooth and plump. Best lip mask Iâ€™ve ever used",1
Iâ€™ve used this every night for 3 months and I still have so much product left! I can still feel it on my lips in the morning and itâ€™s left feeling super soft! Itâ€™s a staple in my skincare routine <3,1
Iâ€™ve been using this product for years and love it! The peppermint has a nice tingle and smells amazing! 100% will repurchase if it comes back!,1
"Excellent produit ! Lâ€™apparence de mes lÃ¨vres a changÃ© aprÃ¨s 1 semaine dâ€™utilisation. Plus hydratÃ©es, moins rouges et plus uniformes.",1
"The winter time always leaves my lips dry but when you add wind and freezing cold temperatures, my lips become chapped and irritated. Laneige has become a staple in my makeup bag. In fact, I have one in my purse and in my car as well. I saw a difference in just using it a few times. It deeply hydrates my lips. I feel relief instantly. No more chapped lips for me. I highly recommend this product. All of the scents are great! Gummy bear is my favorite.",1
"Iâ€™ve been using this for 3 months, and it has saved my dry, cracked lips. my lips are always sore, bleeding, and cracked. after using this, I have been waking up with really soft lips. 10/10",1
"I live with this mask on my lips all winter long. I live in a cold, dry environment and most lip balms and chapsticks donâ€™t help. I apply a thick layer of this lip mask on nightly and some days I will apply it throughout the day and I havenâ€™t experienced chapped lips at all this winter. It has even saved my lips when Iâ€™ve forgotten to use it for a few days and have had chapped lips that require repair.",1
Highly recommend !!! It works great especially after exfoliating my lips. I use it as a gloss during the day and smells great!,1
I received a sample of this lip mask with my order and OMG it got rid of the hyperpigmentation on my lips after only one use!,1
"I decided to give this lip treatment a try back in August 2022. First, I have been using it every night for the last 6mths and I have barely made a dent in it. Second, I usually use Blistex at night and throughout the day to keep my lips hydrated and protected from Canadian winters. Since using the sleep mask at night, I rarely have to use my Blistex. As far as bang for buck goes - I highly recommend! This is an excellent product.",1
"This has saved me during dry, cold, Canadian winters. I am prone to dry lips that could even crack when left untreated in the winter. This mask has helped keep my lips soft during the dry months of the year.",1
"Amazing, luxurious & yummy lip mask/treatment! Hands down the best lip treatment ever!",1
I use this every single night! I wake up with the softest lips ever!,1
"I LOVE this product! I use it every morning and night. It may be kind of expensive for a lip balm, but mine has lasted for over a year. I just wish they made it in a stick form so I didnâ€™t have to put my finger in it and it would be easier to use on the go.",1
"I LOVE THIS SO MUCH!! so hydrating, lasts super long. and generally a great product. BUY THIS!",1
I heard amazing things about this so I got it and it was amazing!,1
Using this every night has literally transformed my lips!  I no longer need constant hydration throughout the day. I just grab some of my fave lip balm as needed! Also gummy bear is the BEST smell!!,1
"I have never found a product that helps my lips like this. Iâ€™ve been using it for a year now and it is a LIFESAVER. I have tried so many other lip masks (including just plain Vaseline) and nothing compares. Highly highly recommend, lasts for a very long time too.",1
"Love this stuff, it has saved my lips. I wear it every night and my lips still feel soft in the morning.",1
This is a great nighttime and daytime balm. The smell is great and the balm is so hydrating without being sticky. My fave for treating chapped lips.,1
Absolutely love this line. I usually do the original or the gummy bear. I always wear this before bed and right before I walk out the door to start my day. Itâ€™s hydrating and I havenâ€™t found anything that is as comfortable and hydrating. Itâ€™s not sticky and the smell is lovely not too over powering,1
i first didnt understand the hype around this product when i tried it at the store but i decided to give it another chance and i really enjoy it now. you get a lot of product for the price and has an amazing sweet vanilla smell,1
great product! I put this on every night and wake up with hydrated lips,1
I love this product as Ã­t moisturizer my lips perfectly. I have áº£ really dry lips as well i have a problem in heat that my lips start swollen. But if i used it my lips donâ€™t dry out for almost 7-8 hours. So love it,1
"I literally love this lip mask! It smells so good, and it moisturizes my lips so well. For me, a must have!",1
I bought a mini version of this just to try and I regret it because i am ABSOLUTELY IN LOVE with this product and will now have to buy it all the time. Really recommend!!,1
I love this product! I have been using it every night for the past 5 years and I feel like it has made such a difference!,1
"I bought this lip mask almost a month ago and am already almost out because of how frequently Iâ€™ve been using it. My lips use to be crusty, now they look much healthier and feel smoother! Iâ€™ll be buying again!",1
"I received a sample with a previous order and gave this a try. Wow. I wasnâ€™t expecting much, but this has made a huge difference in my lips. I use it right before bed and itâ€™s like first aid for my skin. The smell is pleasant and a little goes a long way. I love the little silicone applicator that comes with it. Everything about this little baby puts it over the top. Love it and highly recommend.",1
I love these! This is my fourth flavor and I love it so much. It leaves my lips looking glossy in the day and hydrated in the night with a sheer pink tint. I love these lip masks!,1
has a very nostalgic smell that I love on top of being super thick & hydrating all throughout the night. also use this at the beginning of my makeup routine to ensure I have soft lips by the time I put on lipstick!,1
Love this product so much but the peppermint scent is the only good one. The other scents smell so fricken bad I couldnâ€™t believe it. The only bearable scent is the peppermint.,1
I received this product a few years back in the gift set and always repurchased it since. Itâ€™s very hydrating and a little goes a long way. I get really cracked lips during the winter and this lip mask really changed my complexion. I recommend using a lip applicator as the mask is very has a very sticky feel.,1
Great product & itâ€™s been an amazing overnight treatment,1
This product moisturizes your lips and keeps them soft. I think itâ€™s worth it to buy this.,1
This product is great for my lips. It is the only one that I could find that leaves my lips moist even through the night. I would recommend this product for people with dry and cracked lips.,1
"Ever since Iâ€™ve been off of accutane (which caused dey lips), I have had a habit of putting a lip balm or lip mask on my lips. I would normally say, â€œgo buy a lip balm its cheaperâ€œ but lip balms for me tend to dry out after a couple of hours, this one doesnâ€™t. My lips feel hydrated and refreshed all night. I got the vanilla one and it smells like warm sugar cookies. Itâ€™s $24 but itâ€™ll last you A LONG TIME because you donâ€™t need much at all. Best lip mask for me!",1
The only thing that has saved my lips during the winter. I always have to stick up on chapsticks and lip balms and this has keep my lips nice and smooth without all the peeling!,1
Even when the mask comes off my lips feel hydrated and I donâ€™t think it is overprice because of how big it is and because how popular it is (considering a lot of the viral sephora products are veeery expensive). Love it ðŸ’•,1
"Love! It is so hydrating. I apply it each night and morning, and it has changed my lips.",1
"10/10 ! Really Smooth  I love the texture ., the smell is okay .",1
"Super hydration, long lasting and very time I use it Weather itâ€™s at night or just during the day.",1
i love this lip mask! itâ€™s so hydrating and makes my lips feel so smooth. i have three different flavours and they all smell really nice. 10/10 recommend.,1
Love this product. I purchased this recently after having seen so many people rave about it and it was worth it! It makes your lips feel hydrated and keeps them moisturized. It is simply great!,1
"I purchased the bespoke-ish BTS set that did include Sweet Candy aside from the limited flavors. The most beautiful formula that melts instantly once applied to your lips; even the more gourmand flavors such as â€œButterâ€ eventually transform to a light berry aroma and why I mention this is at that stage is where the application truly sinks into your skin. When you wake up, you feel every fold in your lips is drawn forward, feeling more fuller and hydrated. Basically baby lips.",1
"After using this product for the last two weeks let me just say thisâ€¦ I brought another one. It applies so smoothly and lasts long and keeps my lips hydrated and moisturized, they got me for life.",1
"I personally love it. I put it on last after I do my skin care, right before bed. And I wake up and itâ€™s mostly all absorbed. I will be buying it again and again.",1
"Absolutely changed my lips, suffered from very cracked and dull texture/color. After using for a couple weeks now they are so healthy and vibrant, also use along side with their day lip balm!",1
I have very sensitive skin and this lip mask is so perfect and soothing. It has taken me almost a year to get through 3/4 of it. It stays on my lips all night too!,1
Love the way this makes my lips feel and look. Wear all the time day and night and my lips look and feel so soft.,1
"I love it, the flavour and the little applicator that comes with it is very good. I love that you donâ€™t need to much of it and the container lasts forever. The price is a bit high for my taste. But it does last a long time . But I do find that it doesnâ€™t hydrate the lips for a long time like in order to keep the lips hydrated you need to use it every night",1
"I will never stop raving about the lip sleeping mask! if I was on a desert island this is the one product I would bring with me, it makes my lips look sooooooo full (but natural) and I have naturally smaller lips. It genuinely made such a difference my friends were asking me what products I was using :) I usually put it on as the last step in my skin care routine morning and night (a thicker layer at night) and when I wake up in the mornings my lips just look amazing. THIS IS YOUR SIGN! IF YOUR QUESTIONING IT, BUY IT RIGHT NOW ITS A SERIOUS LIFE CHANGER",1
Best lip mask EVERRR! I have used it every single night for a few years and I always use it before I put makeup on. Itâ€™s extremely nourishing and hydrating. Love it.,1
"One of my favorite lip products.  It keeps my lips from getting dry at night during the winter.  I add several layers before I head to bed to make sure it stays on and I re-apply in the mornings and through-out the day, as needed.  This helps with chapped lips.",1
Its works like a miracle and gives soft and smooth lips,1
Le rÃ©sultat est instantanÃ© les lÃ¨vres sont repulpÃ© et hydratÃ©,1
I love this lip mask it hydrated my lips and makes them so soft. Since it is winter my lips get so chapped but ever since I used this they havenâ€™t been chapped.,1
100% worth it! Iâ€™ve been using this product for about 6 months and itâ€™s changed the game!! I use it before bed every night and I wake up with super hydrated lips. Iâ€™ve never woken up with lips this smooth.,1
I wear all day every chance I get. The high shine is soothing and sexy. A great product indeed,1
Best product I have used I love how it feels on! Not sticky at all. Makes my lips super soft and it so shiny and cute I wear it all day!,1
I love this lip mask ! Keeps my lips hydrated . Not sticky . I also love that it comes with a little applicator so you donâ€™t have to use your fingers.,1
The only lip product that really hydrates my lips during winter.,1
I absolutely love this stuff. I use it throughout the day and at nighttime before bed. Leaves my lips feeling hydrated and soft. Highly recommend.,1
"it works so well and has so much product, worth the price. only thing is the container itâ€™s in, it gets annoying from time to time how u have to use a small â€˜brushâ€™",1
"In just one night, this product has changed the way my lips feel.My lips feel really soft and moisturised. Definitely worth all the hype!",1
"This mask is the best for overnight lip care. I used to have cracked dry lips all winter but once I started using this almost every night my lips have been so healthy. My lips even stay hydrated the next day, I often donâ€™t even need to apply chapstick throughout the day. You also only need a tiny bit each night, so itâ€™s really worth the price!",1
"Is this product perfect? No. The jar isnâ€™t great for dipping into (I use the end of a skincare spatula to snag the teeniest bit), and I wish the feel were a little less tacky on. That being saidâ€”it does last a really long time, and for the price, especially given how little of it you need, itâ€™s worth every penny. I use it almost every night and frequently swipe on during the day when my lips need extra love.",1
"I currently have gummy bear, vanilla & the sweet candy scents! They smell AMAZING & feel very moisturizing + they give a glossy look which *I like* so keep that in mind.",1
Have this in two flavors and am obsessed! I am guilty of also wearing during the day! The color of this goes beautiful on top of a red lipstick,1
"The dry, cold winters in Alberta leave my lips so incredibly dry and nothing seemed to help. I use this nightly before bed and wake up every morning with hydrated, soft lips. Highly recommend !!",1
"Iâ€™ve been having chapped ever since I started using accutane from high school (mid 20s now and stopped using it). Until now I was using lip balm which was good but I ended up with semi-dried lips in the morning. But with this lip mask, my lips have been feeling healthy and hydrated, even a bit plump (the healthy plump). Its a pricy lip mask but you barely need a lot each night so this will last you a year a best.",1
"Throw away all of your carmex and other lip balms and get this, itâ€™s a life saver for dry lips! I was a chronic carmex user, constantly applying it all day and picking my lips, reapplying carmex, repeat. After using Laneige, my lips are moisturized and smooth, and I only need to apply it a couple of times a day. It doesnâ€™t sit on top of my lips like other chapsticks and I hardly pick my lips at all now. I highly recommend this for both day and night use, and especially if you have dry lips and nothing else works!",1
my holy grail lip mask & this one smells and tasted like sour gummy bears i love it. i use it every night & wake up with baby soft lips. i use it throughout the day as a lip balm too.,1
Very hydrating and smells amazing. I donâ€™t use it often as a mask than I do after makeup for a little color/hydration to the lips,1
"Pas de sens comme Ã§a sent bon!!! Mes lÃ¨vres sont douces, jâ€™ai habituellement les lÃ¨vres gercÃ©es en hiver mais ce produit aide beaucoup Ã  les hydrater. Vraiment contente!",1
I have used this for nearly a week and I absolutely love it! I cannot believe I waited so long. I think I was hung up on the â€œmaskâ€ part however it is just an amazing hydrating balm that smells great and does an even better job!,1
"Very hydrating! I use this as everyday lip balm and love it. Scent is amazing too. I have one in every room, bought them as gifts too! It can get a little soft and a little melty if the environment gets hot though (aka my woodstove heated environment) but still good!!",1
Love! So moisturizing and i feel so fancy while using it. It also kind of peels your lips in a good way and makes them soooo much softer,1
love all these masks. I own 4 now. And will buy again and again,1
"Iâ€™ve dealt with dry, chapped lips for years now and nothing has truly helped me until I came across this product! It has literally changed my life! BUT for me, itâ€™s ONLY the sweet candy flavor that actually works. My lips have never been softer!!! I tried the other ones and unfortunately they didnâ€™t work out for me (not sure why)",1
This stuff smells so good and I woke up with very soft lips and I also like using This on my lips for looks because it looks really nice! I recommend ðŸ’•ðŸ¬,1
"Iâ€™m really impressed with this lip mask. I only have a trial size that came in a package of other items, but this small size is going to last awhile! You need only the tiniest amount. It has a nice scent but no weird taste. It also stays really well on the lips. I applied it before bed and always drink water leading up to going to bed and right before I go to sleep and it didnâ€™t come off. My house has a wood stove so it is extra dry in the winter and this mask has been great for keeping my lips moisturized.",1
"This lip mask is hydrating, nourishing, and it also has simple fancy packaging! The smell is so good I literally want to eat it. Def recommend. If you have cracked dry lips and use at night, youâ€™ll wake up with smooth lips!",1
Lâ™¥ï¸VE this lip mask! Hydrates and leaves my lips feeling so soft. And the scent is fabulous!,1
I love this product and it makes my lips feel amazing!!! My personal favorite is the gummy bear,1
"insane product! so hydrating, is use it every morning and night",1
She is my girl yâ€™all she works so good and she feels so nice. When I tell you how many I apply her in a day is wow. She did her thing I love laneige ðŸ˜ðŸ’…ðŸ½,1
"Prior to using this product, winter was incredibly harsh on my lips, especially this year. They were cracked and bleeding frequently and no matter what I did, nothing was working, which is the reason why I bought this product (after consulting with a sale associate at the store). The product only says it will hydrate your lips and make them soft and smooth, nothing more, but after one use, my bleeding and cracked lips were almost completely healed! They were definitely hydrated and my lips stop cracking since I started to use the product. The second night of using this product, my lips looked way better than they have in years and honestly, I continue to use this product for the winter as I do not want to go back to damaged lips. The product is easy to use, it smells nice, which is always a bonus, and does an incredible job at keeping my lips hydrated and looking AMAZING. Definitely worth the price of the product and it lasts for quite some time.",1
"I was in a rush for an important event and needed a specific lipstick shade from Sephora. I opted for their same-day delivery service, and I was blown away. The makeup arrived within hours, and it was exactly what I needed. Sephora's commitment to customer satisfaction is unmatched",1
Keeps my lips not dry or cracked for days and it smells so good!,1
This mask makes me hate using anything else on my lips! It absorbs so well and is just the right amount of glossyâ€” I wear it before bed every night but also as a balm anytime. The vanilla one smells just like vanilla taffy!,1
I use this every single night! The first time I used it I had severe cracked lips that nothing could heal. One application and I was healed! I love this lip mask!,1
I love this Laneige Lip Mask! It makes my lips look and feel so hydrated! 100% recommend!,1
I was recommended this product by a friend. I decided to give it a try and I will never go back. It leaves your lips so moisturized. My 5 year old daughter also gets VERY chapped lips and this has truly done wonders for her. she now has her own and uses it every single night !,1
smells so amazing and it feels wonderful on my lips. Its so cute and def worth the hype,1
This makes my lips feel so soft and feminine.  Makes me feel like I have my life together.,1
I really canâ€™t say enough about this product! And I NEVER review products but this was too good. My lips feel incredibly hydrated and itâ€™s nice because the formula isnâ€™t sticky. It feels like butter on your lips! I got the vanilla and itâ€™s soooo GOOD! 10/10 recommend!,1
"I was gifted this and now must have it all the time. Itâ€™s the last step of my nighttime skincare, and I wake up with soft, hydrated lips every day.",1
"after only a few uses my lips have stayed moisturized throughout the whole day, and my lips are no longer cracked.",1
my lips used to be so chapped i couldnâ€™t wear gloss or anything. all i could wear was aquaphor or my lips could crack and bleed. this mask i wore 2 times and i donâ€™t need anything on my lips at all. worth the money 110%!!,1
"I love using this at any time of day. It smells good, is hydrating, glossy, and will be a forever repurchase! I love the variety of flavors too!",1
"iâ€™ve been using this for only 2 days and my lips already feel amazing. super easy application too, i love that it comes with an applicator. i will be buying the other flavours asap",1
Allergies = having dry & cracked lipsâ€¦ Iâ€™ve been using this product for less than a week and to be entirely honest I wasnâ€™t sure at first but after 5 days my lips feel more hydrated. Happy w purchase!,1
"I love it so much, it smells so good, its the best ever. its more gooey than creamy, kind of lipglossy. 10/10, exept for previous brand decisios",1
"Sephora's Flash Shipping is a game-changer! I signed up for it, and now I can get my makeup deliveries in just two days. It's incredibly convenient, especially when I need a last-minute touch-up for an event. The products always arrive in perfect condition, and the packaging is top-notch. Well worth the subscription fee!",1
"this is a must have, and it smells amazing!! definitely recommend",1
Actually helps keep my lips moisturized. I havent had an overnight product that stays on and helps before.,1
"Love! Original and Sweet Candy smell best, unless you get the Peppermint thatâ€™s seasonal. A little dab will do so it lasts a long time. I use it in the evening after taking off makeup or any time Iâ€™m extra dry.",1
"I recently placed an order for some makeup products from Sephora, and I couldn't be happier with the delivery experience. The package arrived exactly on the estimated date, and everything was securely packaged. Sephora's attention to detail and care for their products is evident. I'm already planning my next order!",1
THE BEST! Anytime my lips feel dry this brings them back to life. Itâ€™s not sticky like a lip gloss would be either so you can really wear it whenever youâ€™d like.,1
I have been using this product for over 2 weeks.  I found that this product was helpful during the Winter months where my lips are dried out.,1
really hydrating and so good i love it so much i use it every night,1
I absolutely LOVE this lip mask. My lips remain hydrated for long. Bye bye chapped lips!!,1
"I have the mango one but since itâ€™s discontinued now (ðŸ˜­) I had to just pick another flavor to write a review; I got it for Xmas and have been using it for just over a month now & I love it!! Iâ€™d been so excited to try this product for forever but tried to go into it with low expectations since some people said it was overhyped and didnâ€™t really do anything, personally I think itâ€™s incredible ðŸ¥°the scent is amazing & since I started using it every night I seriously have not had chapped or dry lips once! I used to have to put on an insane amount of chapstick in the morning and reapply several times throughout the day (havenâ€™t used chapstick at all since I got this) and I love that just wearing a lip mask while Iâ€™m asleep keeps my lips hydrated literally 24/7",1
"I love this product. Itâ€™s been a staple of mine ever since Iâ€™ve started shopping at Sephora. It smells sweet and a bit artificial, but it moisturizes my lips so well! It does leave a sticky feeling on your lips, but if youâ€™re putting it on to sleep, itâ€™s negligible. I love the fact that it comes with an applicator. Be careful not to put the sleeping mask on the outside of your lips because it does seem to clog the pores around your mouth.",1
i will always have this on my bedside table. havent had cracked or bleeding lips in years because of this,1
"Yes, it is every bit as good as everyone says it is. A wonderful, luxurious, treat to apply before bed and wake up with soft lips. Have been using it for years and is a staple product.",1
"I came across this via social media. I have recently started to take better care of my skin and wear makeup, so I thought why not. I love it. It feels so good, and when I wake up the next morning, I can tell a big difference. If I stop using it for a handful of nights, my lips feel noticeably drier. I want more!",1
"I love this product it makes your lips for really soft, first i didnâ€™t understand what all the hype was about on this but now I know i canâ€™t go a day without using this.",1
"I use it daily, share it with my partner and it still lasts such a long time. One of our favorite products everrrrrr.",1
"This has been the besssst product I have ever purchased!!! It doesnâ€™t say itâ€™s to plump your lips but let me tell all you girlies, this stuff makes my lippys super luscious and plump!!",1
I am absolutely in love with the laneige lip masks. I bought a mini one is the sweet dream duo set and itâ€™s lasted me for over a year using it anytime I could. I just had to buy the full size. itâ€™s hydrating and has such a nice subtle fruity scent which isnâ€™t overpowering. Definitely a staple in my nighttime routine.,1
"I absolutely love this product! Iâ€™ve always used a chapstick or lip balm on my lips before bed. I received a sample of this and loved it so much, I ordered the full-sized product. With previous products, I could feel any residual product remaining on my lips the next morning and most often, my lips would feel dry again in the morning. Not with the Laniege Lip Sleeping Mask! It is fantastic! Iâ€™ve only been using it for a few weeks, but Iâ€™m hoping with continued use, the tiny lines along the edges of my lips will diminish.",1
This is the second time Iâ€™ve repurchased this lip mask.  The first time i got the original berry and this time I tried the gummy bear one.  Itâ€™s a little grape-y and I LOVE it.  One container lasts forever and is the only thing that keeps my lips moisturized overnight.  I apply a generous layer before bed and itâ€™s still there on my lips by the next morning.,1
My lips have never felt healthier. The difference even after a couple of days was crazy!,1
